N°,NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
16674,19934965,C,A,A,C,D,A,B,A,C,B,D,B,D,B,B,B,C,A,C,C,A,D,C,B
16675,20205064,B,B,C,A,D,A,A,,C,,,D,,,,,,,,,,,,
16676,20060541,C,B,A,B,B,C,C,A,D,C,A,C,A,C,D,B,B,D,B,D,A,C,B,A
16677,10183402,D,C,B,A,D,D,A,B,B,A,D,D,D,C,D,A,B,A,C,A,D,B,C,A
16678,19902898,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
16679,20053325,A,B,A,D,D,A,B,C,C,D,A,A,D,B,D,D,A,A,C,B,A,D,C,A
16680,10222528,A,A,C,B,A,D,D,C,A,D,C,A,B,D,A,C,A,A,A,C,A,D,A,A
16681,20138726,D,B,B,C,C,D,C,D,C,C,C,A,A,C,B,C,D,C,C,D,C,A,C,A
16682,19960058,B,D,D,A,C,C,C,C,C,B,C,A,C,C,B,B,D,C,A,D,D,D,B,B
16683,19960059,D,C,B,A,D,C,A,D,B,B,D,A,D,C,B,A,B,B,A,B,D,C,C,B
16684,19797569,A,A,B,C,A,A,B,B,A,A,B,A,B,B,A,A,B,A,A,A,A,A,A,B
16685,20138728,D,B,A,A,A,B,B,B,C,A,D,C,A,B,B,B,D,C,C,C,C,C,D,B
16686,20125181,B,B,C,A,C,C,A,C,D,B,C,D,C,C,C,B,B,B,B,C,A,A,D,A
16687,10222532,A,B,B,B,A,A,A,C,A,B,A,A,D,C,B,A,B,C,C,B,C,C,C,A
16689,10222538,B,B,A,A,C,C,B,A,D,C,C,D,C,B,A,A,A,C,B,B,A,D,C,C
16690,19960072,A,A,C,A,A,B,A,A,B,A,A,C,D,A,A,A,A,A,A,A,A,B,A,B
16691,10222539,B,A,C,D,A,D,B,C,C,D,D,A,D,A,D,D,B,B,C,D,D,A,D,A
16692,19902901,C,B,B,D,D,B,A,A,B,D,D,A,D,B,B,A,B,B,A,B,A,C,C,B
16693,19960139,B,B,A,A,A,D,D,C,D,C,D,C,B,C,A,D,A,C,D,C,A,B,D,C
16694,19812082,D,A,A,B,B,B,C,A,B,C,D,B,B,B,D,C,A,D,C,B,C,A,D,D
16695,20138739,A,B,A,D,A,A,A,A,C,A,A,A,A,A,A,B,A,D,B,A,D,C,D,A
16696,19985449,B,C,A,A,B,A,A,B,A,B,C,C,C,A,A,D,B,C,C,A,A,A,A,A
16697,20063206,C,C,D,D,A,B,D,A,C,C,D,B,D,A,B,C,B,B,D,B,A,D,D,D
16698,20367088,A,B,B,B,D,A,C,D,C,D,A,C,B,A,A,B,A,A,A,B,A,A,A,B
16699,20367087,C,D,B,C,A,C,D,C,A,A,D,A,A,D,A,A,A,C,C,B,A,A,D,B
16700,20077208,D,D,D,D,D,A,D,D,D,D,D,C,D,A,C,D,D,D,B,D,D,A,B,B
16701,10222535,D,B,D,B,C,A,D,B,C,D,B,C,B,C,D,D,C,C,C,D,B,B,B,A
16702,20254133,D,C,D,A,C,B,A,A,A,B,A,D,A,B,A,A,A,A,A,D,A,C,D,A
16703,19960130,B,A,C,C,C,A,C,C,B,C,A,B,C,B,B,C,B,A,C,C,C,C,A,A
16704,20234748,D,B,A,C,B,A,B,A,D,D,D,D,D,D,D,D,B,B,D,B,A,D,C,B
16705,20138733,B,B,D,C,A,C,C,D,C,B,C,C,A,A,B,C,A,B,A,A,C,A,C,C
16706,20138734,C,A,C,A,A,D,B,B,B,D,D,A,B,C,A,B,A,C,D,A,A,C,B,A
16707,20125172,C,A,A,A,A,A,A,B,C,B,C,C,A,A,C,A,A,B,C,B,C,D,A,A
16708,20064628,D,B,A,A,D,D,A,A,B,B,A,C,D,C,B,A,B,B,C,A,B,C,A,A
16709,10222543,D,A,A,D,D,D,D,D,D,C,C,D,D,B,D,C,D,C,C,B,D,D,C,D
16710,19960082,C,C,B,C,A,D,B,A,C,C,D,B,C,B,C,C,A,B,B,B,B,B,B,C
16712,19960115,C,D,A,D,A,C,A,B,D,B,C,B,B,A,A,B,D,C,B,B,C,A,A,D
16713,10222534,D,C,A,B,C,D,C,D,B,C,C,D,C,A,B,C,D,C,C,D,C,C,C,D
16715,10222537,C,D,D,C,D,C,C,C,A,B,D,D,B,C,D,A,C,D,C,D,A,C,C,C
16716,19814999,C,C,C,B,D,B,A,B,B,B,D,A,A,A,B,A,B,B,A,B,A,C,C,B
16717,20050385,D,B,A,A,D,C,C,B,D,A,B,D,D,A,B,C,D,A,A,D,D,C,B,A
16718,19960070,D,A,C,A,B,A,A,D,A,B,C,B,B,A,C,A,D,A,A,C,A,A,C,D
16719,19960056,D,A,A,A,A,A,B,C,A,D,A,B,A,B,A,A,A,A,C,A,A,A,A,A
16720,10222549,B,B,D,A,A,D,D,A,A,A,C,C,B,C,A,D,C,A,D,C,A,A,D,C
16721,19960132,A,A,A,A,A,B,A,A,A,B,A,A,B,A,A,A,B,A,A,A,A,B,A,A
16722,19840107,D,C,C,D,C,B,A,B,C,B,C,D,D,A,C,C,B,B,B,B,C,A,C,C
16723,20118908,A,B,B,A,A,D,A,D,C,C,A,C,D,A,B,A,B,B,B,A,D,C,C,B
16724,20040167,A,A,A,C,C,D,A,B,A,D,C,C,A,B,C,A,A,A,C,A,A,A,A,A
16725,20040172,D,A,C,A,D,D,B,D,B,B,D,B,A,B,B,D,A,B,A,A,B,A,C,A
16726,19811630,D,C,B,A,D,B,A,D,B,B,D,A,D,C,A,A,D,A,A,C,D,C,C,D
16727,20040174,D,C,D,A,D,D,A,C,B,A,D,A,D,C,D,A,A,B,C,A,A,C,C,B
16728,19812083,D,A,B,A,A,C,A,D,B,B,D,A,D,D,D,A,B,B,D,A,D,C,C,B
16729,19840491,D,C,B,A,D,B,A,D,B,D,D,A,D,C,C,B,A,B,A,B,A,C,C,B
16730,20040171,D,C,C,D,A,A,B,B,A,B,A,A,A,D,D,B,A,B,D,B,A,C,C,A
16731,20040178,C,C,B,A,D,B,A,C,B,B,D,C,D,C,B,A,B,B,A,B,D,A,C,C
16732,3854269,A,D,A,A,A,A,D,C,B,C,A,B,B,C,C,D,B,B,C,D,B,C,C,C
16733,19960064,D,A,B,A,B,B,A,D,B,A,D,B,A,C,B,D,B,B,D,B,A,C,C,D
16734,20367089,A,B,B,A,D,A,A,A,A,B,A,D,A,C,B,A,D,A,C,A,A,A,A,B
16735,19839241,D,C,B,A,D,D,A,D,B,D,D,A,D,C,C,B,B,B,C,D,D,C,C,B
16736,19813851,B,B,A,A,C,A,B,C,B,B,D,C,C,A,C,D,A,D,C,B,D,A,B,A
16737,19839242,A,C,C,D,B,D,D,D,C,C,C,B,C,D,B,C,C,A,D,C,B,D,D,D
16738,20119588,A,C,D,D,C,B,C,B,A,A,B,D,B,A,A,C,B,D,D,C,D,A,A,D
16739,20367092,C,D,B,C,D,B,A,B,B,B,D,A,D,C,D,A,B,B,C,B,D,C,B,B
16740,19839249,D,A,C,D,A,D,A,C,D,C,C,B,D,C,A,C,D,A,B,A,C,D,C,D
16741,20119587,D,B,B,A,D,B,A,D,B,B,D,B,D,D,B,A,B,B,A,B,D,C,C,B
16742,19812582,C,C,B,A,D,B,A,B,B,A,B,A,D,C,B,A,D,B,A,B,C,C,C,B
16743,20040372,D,B,B,B,D,B,A,C,B,B,A,A,C,C,A,A,D,A,A,C,D,B,C,A
16744,20040371,B,A,A,C,C,B,A,A,B,A,D,C,C,A,D,C,D,B,A,D,C,A,C,C
16745,19880478,D,B,B,A,D,B,A,D,B,A,D,A,D,D,B,A,B,B,A,B,D,C,C,B
16746,19880484,C,B,A,C,B,C,B,C,D,A,C,B,D,D,A,C,B,C,C,C,A,C,B,A
16747,19880489,D,B,B,A,B,B,A,D,B,A,D,A,D,C,B,A,B,B,A,B,A,C,D,B
16748,20040379,,,B,,,,,,,,,,,,,,,,,,,,,
16749,19880486,D,B,B,A,D,B,C,D,B,C,B,A,A,A,A,B,D,D,B,D,C,B,A,A
16750,20040369,C,B,B,A,A,B,A,B,B,A,D,A,A,D,C,A,D,B,A,B,D,D,C,C
16751,19880480,D,B,B,A,D,B,A,D,B,A,D,A,D,D,B,A,B,B,A,B,D,C,C,B
16752,20040378,D,B,B,D,D,B,A,A,B,B,A,A,A,C,A,A,C,A,D,A,A,C,A,A
16753,20040373,B,D,C,A,B,A,D,C,D,D,D,A,D,A,D,C,D,B,C,D,A,D,A,A
16754,20040376,B,B,A,B,C,C,A,C,A,B,B,B,A,B,D,B,B,A,C,D,B,B,C,C
16755,20241865,A,D,C,A,A,A,B,C,B,B,D,D,A,B,A,B,B,A,D,A,C,A,D,A
16756,19960349,C,C,B,C,B,D,D,A,B,D,C,C,A,A,B,A,D,C,D,B,D,A,C,A
16757,20127869,D,C,B,A,A,B,A,D,B,A,D,A,D,C,B,A,B,B,A,B,B,A,D,C
16758,20127873,D,A,B,A,D,D,A,C,B,D,D,A,D,A,D,B,D,A,A,B,A,C,C,B
16759,20241867,C,C,B,C,C,B,A,D,B,D,D,B,D,A,B,A,B,B,A,A,D,A,C,A
16760,20127872,A,A,B,C,C,B,A,D,A,A,A,C,D,C,B,A,D,B,D,B,D,C,C,D
16761,20344100,D,C,B,A,A,B,A,D,B,D,D,A,D,B,B,A,B,B,D,B,C,C,C,A
16762,4210402,A,B,C,A,C,C,C,B,A,A,A,C,C,C,B,D,B,A,B,C,C,C,C,B
16763,19960359,A,B,C,D,C,C,A,C,C,D,B,C,D,B,B,D,A,B,C,C,D,D,A,A
16764,20188953,B,C,B,C,A,D,A,D,A,D,A,D,C,B,C,A,A,A,A,B,A,A,D,B
16765,20344106,B,A,C,D,A,D,A,D,B,B,C,A,A,D,B,A,B,B,C,B,A,C,C,C
16766,20188954,D,C,B,A,D,B,A,D,B,A,D,A,D,B,B,A,B,B,D,B,D,C,C,B
16767,20142274,D,C,B,A,D,D,A,C,B,D,D,D,D,C,B,B,B,A,A,B,D,C,C,B
16768,20142277,B,C,A,D,B,D,A,D,B,B,D,A,D,C,B,A,B,B,C,B,D,C,C,B
16769,19931061,D,C,B,A,D,B,A,D,B,B,D,B,D,D,B,A,B,B,A,B,D,C,C,A
16770,19890215,D,A,A,B,A,B,B,B,C,A,A,C,B,C,A,A,A,C,C,C,A,A,B,B
16771,10199035,C,A,D,D,D,D,A,C,A,B,D,D,D,B,D,A,C,C,A,B,D,C,D,D
16772,19844307,D,A,C,A,D,B,A,B,D,B,A,C,A,A,A,A,A,A,A,A,A,A,A,C
16773,19931062,D,D,C,D,D,C,C,A,B,A,D,A,D,C,B,C,B,B,A,A,D,C,C,B
16774,20106470,D,B,B,A,B,D,A,B,B,A,D,D,A,D,B,A,C,A,C,A,D,D,C,D
16775,19880601,C,D,A,B,A,D,B,D,B,A,C,C,B,B,C,B,A,A,B,A,B,B,C,D
16776,19844308,A,A,B,D,D,D,A,C,B,D,B,C,D,D,C,C,B,B,B,A,B,D,B,B
16777,20070612,A,C,A,A,B,D,C,D,B,D,C,C,B,A,B,A,A,B,A,C,,,A,D
16778,20142285,D,B,A,D,D,D,A,C,D,D,A,D,D,C,A,A,B,B,A,A,C,A,D,B
16779,20070617,A,A,C,D,D,D,B,C,B,D,D,C,D,A,D,A,D,A,C,D,D,D,C,D
16780,19880604,D,A,B,A,D,B,A,D,B,B,D,A,D,C,B,A,B,B,D,B,D,A,C,B
16781,19931071,A,A,A,C,B,D,A,C,A,D,C,D,A,C,C,C,D,A,B,B,A,C,D,B
16782,19931065,C,A,D,D,D,C,A,D,C,B,D,C,D,D,D,C,C,B,D,C,D,C,D,D
16783,6473584,A,C,B,D,D,D,A,C,B,A,D,A,D,C,C,A,B,B,C,A,D,A,C,B
16784,20142286,D,C,A,D,D,B,A,D,B,B,D,B,D,C,C,A,B,B,A,B,D,A,C,B
16785,20166918,D,C,B,A,D,B,A,A,B,B,D,A,D,C,D,A,B,B,A,B,D,C,C,B
16786,19899783,B,A,C,D,D,D,A,C,A,B,D,D,B,C,D,C,C,C,C,D,A,A,A,B
16787,20271902,D,B,B,D,D,B,D,B,C,B,D,A,A,C,B,A,B,B,A,D,A,C,C,B
16788,19880593,A,A,B,A,A,B,A,B,B,B,D,A,A,D,B,A,B,B,A,C,B,B,C,B
16789,19880594,D,C,B,A,D,B,A,B,B,A,A,C,D,C,D,A,B,A,C,B,D,C,C,B
16790,19880595,D,C,B,A,D,B,A,D,B,B,D,A,D,C,B,A,B,B,B,B,D,C,C,B
16791,20280195,D,C,B,A,D,B,A,D,B,B,D,A,A,C,B,B,B,C,A,B,D,C,C,B
16792,20142280,D,B,B,A,D,B,A,D,B,A,D,B,A,B,B,A,B,B,A,B,D,C,C,B
16793,5785856,D,C,B,A,D,B,A,D,B,B,D,A,D,D,B,A,B,B,A,A,B,C,D,B
16794,20142281,A,A,B,C,D,B,A,B,C,B,A,A,B,B,B,A,B,C,A,B,D,C,D,B
16795,20142282,C,A,C,D,C,D,C,C,A,D,B,A,D,C,D,A,A,B,A,B,D,C,D,B
16796,20142284,D,C,B,A,D,B,A,D,B,A,D,A,D,C,B,A,B,B,D,B,D,C,C,B
16797,19880591,D,C,B,D,A,B,A,D,C,D,B,A,A,D,B,A,B,B,B,A,C,C,D,B
16798,19809893,A,B,B,A,D,D,A,D,A,B,A,A,D,D,A,A,B,B,A,D,A,C,C,A
16799,20142353,C,A,C,C,A,D,C,C,C,D,B,C,D,C,D,C,D,D,B,D,D,D,D,D
16800,20119917,C,B,D,C,B,B,B,C,B,B,B,C,C,A,B,B,B,B,C,D,C,B,C,B
16801,19992074,A,B,A,B,A,B,A,B,A,B,A,A,A,A,A,A,B,B,B,C,B,A,C,A
16802,19992075,B,B,B,B,C,C,B,B,B,B,B,B,D,B,B,B,C,B,B,B,C,B,B,B
16803,20362238,D,A,C,B,C,D,C,C,C,C,C,D,C,B,C,A,C,A,B,C,B,B,B,C
16804,20119921,C,B,A,A,D,A,C,A,B,A,A,B,C,B,B,B,A,C,A,C,B,A,C,B
16805,20119894,A,C,B,B,B,B,B,B,A,A,B,C,B,D,A,A,A,B,B,C,C,A,B,D
16806,19872743,D,D,B,C,D,B,A,A,B,D,A,A,D,C,C,D,A,C,D,B,A,B,C,B
16807,20362240,D,B,A,D,B,D,A,A,A,C,C,C,A,A,D,A,B,B,B,B,B,C,B,A
16808,20254013,D,D,B,A,A,A,A,C,B,D,B,C,D,A,C,A,A,B,C,A,D,D,B,A
16809,20243641,A,B,A,C,D,B,B,B,A,D,A,C,D,A,C,A,D,D,B,B,C,B,A,D
16810,19875836,D,C,A,B,D,C,C,C,B,D,B,A,A,B,A,B,B,B,B,B,C,D,B,D
16811,19992081,D,D,B,D,A,B,A,B,B,C,A,D,D,B,B,A,B,B,A,C,A,B,A,A
16812,19800570,B,A,B,A,B,C,B,B,C,A,C,B,B,B,B,B,B,B,B,B,B,B,B,B
16813,20142360,C,A,C,C,C,C,B,C,C,B,C,C,B,C,C,C,C,D,C,D,D,C,C,D
16814,19799782,C,B,A,D,C,C,C,C,B,B,D,D,D,D,D,D,A,D,D,D,D,B,A,A
16815,20362244,A,D,C,D,A,B,A,A,A,D,D,C,A,C,B,B,C,A,A,D,B,B,D,B
16816,20119957,B,B,C,D,D,A,C,D,A,A,A,D,D,B,A,A,C,C,D,C,A,A,C,C
16817,19992085,B,B,A,A,D,C,D,B,A,D,D,A,C,C,B,B,B,B,B,D,D,A,C,C
16818,20119913,B,A,C,B,D,D,D,A,A,D,D,A,B,C,B,B,A,A,A,B,B,B,A,C
16819,20119916,B,B,C,B,D,D,A,B,D,D,C,A,C,D,A,B,B,B,A,C,D,B,D,C
16820,20119918,C,C,B,A,D,B,A,B,C,D,B,C,B,B,A,B,A,A,A,B,D,A,A,D
16821,19976932,A,A,B,B,A,B,B,B,C,D,D,A,B,A,A,C,A,A,C,B,C,C,C,B
16822,19992076,C,B,C,D,B,A,D,D,A,B,C,B,C,D,C,A,D,B,D,C,C,A,D,A
16823,20227568,D,A,B,A,D,B,A,D,B,A,D,A,D,B,B,A,B,B,D,B,D,B,C,B
16824,20119893,D,B,B,C,D,D,B,C,D,D,D,C,D,C,C,D,B,A,C,A,D,A,D,A
16825,19880599,D,C,B,A,D,B,A,D,B,A,D,A,D,C,B,A,B,B,A,B,D,C,C,B
16826,20254015,D,B,B,D,D,B,D,D,B,B,D,A,A,D,A,B,A,B,A,D,A,C,C,A
16827,20119903,A,D,B,D,A,A,B,C,C,C,B,C,A,C,B,B,B,B,B,C,D,A,C,B
16828,20119936,D,A,B,A,A,D,A,D,C,B,C,B,A,B,D,B,B,C,C,B,A,C,C,B
16829,20119939,B,A,C,A,B,A,C,B,C,A,C,C,A,B,A,C,B,C,C,B,A,C,B,A
16830,19992080,B,D,B,C,D,A,B,D,D,A,C,A,B,C,A,B,B,C,A,B,B,D,C,A
16831,20047223,A,B,A,C,D,B,C,B,A,D,A,C,B,C,B,B,D,C,C,D,D,D,A,A
16832,20119945,A,D,A,C,A,C,C,D,C,B,A,D,D,C,C,A,D,A,A,B,D,A,C,D
16833,20119948,D,A,B,A,B,A,D,D,B,A,A,C,A,A,A,A,B,A,A,B,A,B,B,C
16834,20119949,D,B,B,A,B,B,A,A,C,D,A,A,A,C,A,A,A,B,D,B,B,C,C,A
16835,20119956,C,A,B,D,A,D,D,D,B,D,D,C,C,A,B,B,B,C,A,B,D,A,A,D
16836,20119909,A,B,A,A,A,A,A,B,B,A,D,C,A,B,B,A,C,B,B,B,B,A,A,A
16837,19992084,B,B,B,C,C,B,B,C,B,A,A,C,D,C,A,A,B,B,D,A,A,C,C,A
16838,20161053,D,A,C,A,B,D,A,B,D,D,A,D,D,B,C,B,A,D,D,C,D,C,C,B
16839,20362239,D,D,A,A,C,A,A,A,C,D,A,C,D,D,D,D,A,B,B,B,C,B,C,A
16840,20119926,C,B,B,D,B,B,C,B,C,B,C,D,A,C,B,C,B,C,C,C,C,D,D,C
16841,20254012,D,A,C,A,D,D,D,B,C,A,B,B,A,A,B,B,A,C,B,A,A,A,A,A
16842,20332314,A,B,B,C,A,B,B,C,A,B,B,C,A,D,C,A,C,A,C,B,A,A,A,A
16843,20119935,C,A,B,D,D,A,A,C,C,D,C,C,A,A,A,A,A,B,A,D,A,A,C,A
16844,20332317,A,C,C,A,D,B,A,D,B,B,D,C,A,C,D,A,B,A,D,D,A,C,C,D
16845,20162339,C,A,A,D,C,C,B,C,D,B,A,B,D,C,D,C,B,B,A,D,B,B,B,A
16846,20119947,D,A,A,D,C,B,A,D,C,D,C,C,D,B,A,A,B,B,B,A,C,D,B,B
16847,19799809,A,B,A,B,C,D,B,B,A,A,A,C,A,D,A,A,C,B,C,D,A,A,A,A
16848,19896627,C,C,B,D,D,A,D,C,D,D,D,A,B,C,D,B,A,A,C,A,C,B,D,C
16849,20119952,A,C,B,A,D,C,A,A,B,B,D,D,,,,,,,,,,,,
16850,20362242,C,B,B,D,C,D,C,B,A,D,D,D,D,B,D,D,D,C,C,D,B,A,C,D
16851,20189819,D,B,D,D,D,D,D,C,A,D,A,B,B,B,A,A,B,C,C,A,D,D,C,D
16852,20266608,C,B,B,C,D,C,A,D,B,D,D,C,B,B,A,B,C,A,A,C,C,C,C,C
16853,20036474,B,B,C,B,A,A,B,A,B,B,B,C,B,A,D,C,C,D,D,D,D,D,A,A
16854,20036469,B,A,A,A,D,C,B,B,D,C,B,A,A,C,A,C,B,A,B,A,A,B,A,B
16855,10240357,C,B,A,B,B,C,A,A,C,A,C,C,D,A,B,A,B,C,A,C,C,C,C,C
16856,19824919,C,C,B,C,B,C,A,B,B,B,D,C,D,C,A,C,B,B,C,B,B,C,C,A
16857,19824920,B,D,D,D,D,B,D,C,B,C,A,C,B,B,C,C,C,B,A,B,D,C,C,A
16858,20130130,D,B,B,B,D,A,A,D,B,D,D,A,A,C,B,C,B,A,C,A,D,A,C,B
16859,20130132,A,D,D,C,A,A,A,C,C,D,A,D,D,B,D,D,D,C,B,D,C,D,D,A
16860,20130133,D,A,C,C,B,C,B,C,C,C,D,D,C,B,D,D,D,D,C,C,C,D,C,C
16861,20130137,C,A,B,B,B,A,A,B,B,B,A,A,C,A,A,A,B,B,A,B,C,B,A,B
16862,20109263,D,C,B,A,A,B,D,B,C,C,A,A,C,A,D,D,C,C,D,D,C,B,B,D
16863,20130144,C,A,A,A,B,A,B,A,B,B,A,A,A,B,B,A,B,C,A,C,A,B,C,C
16864,20246584,A,B,A,C,B,C,A,A,A,A,D,C,A,B,B,B,C,B,B,C,C,C,B,C
16865,20119915,B,C,A,B,D,B,D,A,B,B,C,D,B,A,A,D,B,C,A,D,A,D,C,B
16866,19799761,B,B,C,D,A,D,A,B,A,D,C,A,A,B,A,A,A,C,C,C,C,A,D,A
16867,20254011,D,C,C,B,D,A,A,B,C,A,A,D,D,A,C,A,C,D,D,D,A,C,A,B
16868,20064820,C,A,C,C,B,D,A,B,C,B,D,D,B,B,D,A,A,A,B,B,B,A,D,B
16869,19814160,D,D,A,A,D,D,A,D,B,A,A,A,D,B,B,A,A,B,C,C,D,B,D,A
16870,19801370,A,B,D,D,A,C,C,D,A,D,A,A,D,A,D,B,A,C,B,A,C,C,D,B
16871,19800036,A,B,B,A,B,D,A,D,B,C,C,C,B,B,B,C,D,B,C,B,A,C,D,B
16872,20373926,D,D,C,B,B,D,B,C,C,A,B,A,C,C,B,C,A,B,A,A,A,A,B,B
16873,20243642,C,D,B,A,D,B,A,A,B,D,D,A,D,B,B,B,B,B,A,A,A,C,C,B
16874,20142370,C,B,C,B,D,B,D,B,B,D,D,A,D,D,B,B,A,C,D,C,D,C,C,A
16875,19824950,D,C,B,A,D,B,A,D,B,D,D,A,D,C,B,A,B,B,A,B,A,C,C,B
16876,20142376,C,B,A,B,D,B,C,B,D,B,D,C,C,B,D,A,D,C,B,C,C,A,B,B
16877,19953353,D,C,C,C,A,B,B,B,A,D,A,A,A,B,C,A,B,C,D,A,D,C,C,D
16878,20142354,C,B,A,A,C,C,B,B,B,B,D,C,B,A,A,C,B,C,B,B,C,A,B,B
16879,19956511,A,A,B,B,A,D,B,A,A,B,A,C,A,D,B,C,A,B,A,C,A,A,A,D
16880,19800540,A,D,C,A,D,B,A,A,B,D,D,D,A,A,D,A,A,B,A,B,D,B,C,D
16881,20050842,B,C,B,B,D,D,B,D,A,A,D,A,D,C,B,D,D,C,A,A,D,D,B,A
16882,19991712,B,C,B,B,B,B,D,B,C,B,C,B,C,B,C,B,B,C,B,C,B,C,B,C
16883,20239039,D,B,C,A,A,B,B,A,C,A,A,B,D,D,B,A,B,A,A,B,A,C,C,B
16884,20109242,D,A,B,A,D,D,,,,,,,,,,,,,,,,,,
16885,20040375,D,B,B,C,B,A,A,C,C,A,A,C,A,A,C,A,A,A,A,B,A,B,D,A
16886,20109250,D,A,D,D,D,D,A,B,B,B,A,A,A,D,A,B,A,B,D,B,D,D,C,A
16887,19956516,A,C,A,B,A,D,B,B,A,D,A,A,A,C,D,A,A,C,A,B,A,C,C,A
16888,20109131,B,D,C,B,D,D,A,C,B,A,C,C,D,C,C,A,B,B,A,B,D,A,C,D
16889,20109239,C,C,A,A,C,B,C,A,D,D,B,B,B,B,C,B,A,A,A,A,C,B,A,D
16890,19803071,A,A,A,C,D,B,B,B,A,B,C,C,A,D,A,C,B,A,A,B,A,A,B,B
16891,19800546,A,A,D,B,B,B,A,A,D,D,B,D,C,A,A,C,D,C,A,A,D,A,C,D
16892,20109245,A,A,C,B,A,B,B,C,B,D,C,C,B,B,D,C,A,C,C,B,B,A,C,A
16893,20109246,C,B,A,A,B,C,B,A,C,C,D,D,D,B,A,B,A,B,A,A,A,D,D,A
16894,20109130,D,A,A,B,D,C,A,D,B,B,A,C,C,B,B,B,B,B,C,A,B,A,D,D
16895,20109141,D,A,B,D,C,B,A,D,B,B,A,A,D,A,C,B,B,B,A,B,A,C,C,A
16896,20320136,A,A,B,B,D,B,A,C,A,D,D,C,D,B,A,B,B,B,B,B,B,B,A,C
16897,20109143,C,A,C,A,A,A,A,C,D,D,D,D,D,C,D,A,B,B,A,B,A,C,C,A
16898,20213500,A,A,A,C,A,A,B,A,A,B,C,C,C,A,A,C,A,A,A,D,C,D,D,A
16899,20330777,D,A,C,D,C,A,B,B,C,C,D,B,D,B,A,A,C,D,D,C,A,C,D,A
16900,19824940,A,A,A,D,C,A,A,A,B,D,C,A,D,C,C,C,B,C,C,C,A,C,B,B
16901,20213502,A,A,A,A,C,D,,,,,,,,,,,,,,,,,,
16902,20109140,A,C,B,B,A,B,A,B,B,B,A,A,A,B,C,B,B,D,B,B,B,A,B,A
16903,20109152,C,A,A,D,C,D,C,B,C,C,C,B,C,A,C,D,C,B,B,C,B,C,D,C
16904,19825040,D,A,A,D,D,C,D,B,B,B,A,A,A,A,B,A,A,A,D,D,A,C,C,A
16905,19825041,D,B,A,D,A,C,C,B,B,B,B,A,D,D,B,A,B,B,A,B,D,C,C,D
16906,20029034,A,B,A,B,B,C,C,B,A,D,C,B,C,B,B,C,C,A,C,A,C,B,B,B
16907,20029035,B,A,C,C,D,A,A,A,A,B,C,B,A,C,B,C,C,D,B,B,D,D,C,A
16908,10215265,D,B,B,A,D,B,A,D,B,A,D,B,D,D,B,A,B,C,A,B,D,C,C,B
16909,20051072,C,B,A,A,A,A,D,D,C,D,C,B,D,B,A,D,C,C,A,A,A,A,B,D
16910,6337735,A,A,A,D,B,D,C,B,B,D,A,C,D,C,D,B,B,B,D,A,B,C,B,D
16911,19960527,A,B,B,A,C,B,D,B,A,B,C,C,A,B,D,C,B,C,C,A,A,B,C,A
16912,19960528,D,D,B,D,D,B,A,D,B,B,D,A,D,D,B,A,B,A,D,B,A,C,C,B
16913,19814563,D,B,B,B,A,C,A,B,B,B,A,A,D,B,B,D,A,A,D,D,A,C,C,A
16914,20076153,D,C,A,A,A,B,A,B,B,D,A,C,A,C,C,A,B,B,A,D,C,D,C,B
16915,19825039,D,B,A,A,A,B,B,B,B,D,C,A,A,C,B,B,A,B,D,D,A,A,C,A
16916,19984810,A,B,B,A,D,B,A,D,B,B,D,A,A,A,C,A,B,B,A,A,A,C,C,B
16917,20154356,D,C,C,D,D,C,A,D,B,B,D,B,D,C,B,A,B,B,A,B,B,C,C,B
16918,20033172,D,C,C,A,A,C,A,D,B,D,D,B,A,B,B,A,B,B,A,B,C,C,C,C
16919,20033175,D,C,C,D,D,C,A,D,B,B,D,B,D,C,B,A,B,B,A,B,B,C,A,B
16920,20046979,B,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B,B,C,C,A,B,D,A
16921,19878824,C,C,B,D,D,B,B,B,B,B,D,A,A,B,C,B,B,B,A,B,A,C,C,B
16922,20022828,B,D,A,A,D,A,D,C,A,A,A,B,D,B,D,B,A,B,B,C,C,C,C,B
16923,19834213,B,B,D,A,A,D,A,A,A,D,A,C,A,B,A,A,A,A,C,B,A,C,B,A
16924,20169128,C,B,B,A,A,B,A,A,B,B,D,A,D,C,B,A,B,C,C,C,D,C,C,B
16925,19880994,A,B,C,A,A,B,A,B,B,B,D,A,D,C,B,A,A,A,A,B,A,B,C,B
16926,20069430,B,A,D,A,A,C,B,C,C,C,A,C,B,B,A,A,C,B,A,D,C,D,C,C
16927,20017003,C,B,D,C,A,B,A,D,C,B,A,A,D,D,D,A,C,C,A,C,B,A,B,D
16928,19880998,B,A,B,A,D,B,D,C,A,A,A,C,D,B,A,A,B,A,A,A,B,A,C,A
